LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2016,Ciper,ženske,15-24,Sekundarna(3-4),23.5
2016,Ciper,ženske,15-24,Terciarna(5-8),59.5
2017,Ciper,ženske,15-24,Primarna(0-2),7.1
2017,Ciper,ženske,15-24,Sekundarna(3-4),33.3
2017,Ciper,ženske,15-24,Terciarna(5-8),63.1
2018,Ciper,ženske,15-24,Primarna(0-2),6.5
2018,Ciper,ženske,15-24,Sekundarna(3-4),41
2018,Ciper,ženske,15-24,Terciarna(5-8),70
2019,Ciper,ženske,15-24,Primarna(0-2),6.2
2019,Ciper,ženske,15-24,Sekundarna(3-4),41.1
2019,Ciper,ženske,15-24,Terciarna(5-8),69.8
2011,Latvija,ženske,15-24,Primarna(0-2),6
2011,Latvija,ženske,15-24,Sekundarna(3-4),31.3
2011,Latvija,ženske,15-24,Terciarna(5-8),67.2
2012,Latvija,ženske,15-24,Primarna(0-2),5.7
2012,Latvija,ženske,15-24,Sekundarna(3-4),33
2012,Latvija,ženske,15-24,Terciarna(5-8),71.4
2013,Latvija,ženske,15-24,Primarna(0-2),5.9
2013,Latvija,ženske,15-24,Sekundarna(3-4),35.6
2013,Latvija,ženske,15-24,Terciarna(5-8),64.9
2014,Latvija,ženske,15-24,Primarna(0-2),6
2014,Latvija,ženske,15-24,Sekundarna(3-4),38.2
2014,Latvija,ženske,15-24,Terciarna(5-8),64.7
2015,Latvija,ženske,15-24,Primarna(0-2),7.6
2015,Latvija,ženske,15-24,Sekundarna(3-4),44.1
2015,Latvija,ženske,15-24,Terciarna(5-8),69.5
2016,Latvija,ženske,15-24,Primarna(0-2),9.2
2016,Latvija,ženske,15-24,Sekundarna(3-4),43
2016,Latvija,ženske,15-24,Terciarna(5-8),73.7
2017,Latvija,ženske,15-24,Primarna(0-2),5.6
2017,Latvija,ženske,15-24,Sekundarna(3-4),48.7
2017,Latvija,ženske,15-24,Terciarna(5-8),68.2
2018,Latvija,ženske,15-24,Primarna(0-2),6.6
2018,Latvija,ženske,15-24,Sekundarna(3-4),48.9
2018,Latvija,ženske,15-24,Terciarna(5-8),76.4
2019,Latvija,ženske,15-24,Primarna(0-2),7.5
2019,Latvija,ženske,15-24,Sekundarna(3-4),47.9
2019,Latvija,ženske,15-24,Terciarna(5-8),72.2
2011,Litva,ženske,15-24,Sekundarna(3-4),23.2
2011,Litva,ženske,15-24,Terciarna(5-8),68.5
2012,Litva,ženske,15-24,Sekundarna(3-4),27.4
2012,Litva,ženske,15-24,Terciarna(5-8),65.7
2013,Litva,ženske,15-24,Primarna(0-2),2.2
2013,Litva,ženske,15-24,Sekundarna(3-4),30.5
2013,Litva,ženske,15-24,Terciarna(5-8),69.3
2014,Litva,ženske,15-24,Primarna(0-2),1.9
2014,Litva,ženske,15-24,Sekundarna(3-4),33.5
2014,Litva,ženske,15-24,Terciarna(5-8),70.9
2015,Litva,ženske,15-24,Primarna(0-2),2.1
2015,Litva,ženske,15-24,Sekundarna(3-4),35.1
2015,Litva,ženske,15-24,Terciarna(5-8),69.2
2016,Litva,ženske,15-24,Primarna(0-2),3.7
2016,Litva,ženske,15-24,Sekundarna(3-4),36
2016,Litva,ženske,15-24,Terciarna(5-8),79.2
2017,Litva,ženske,15-24,Primarna(0-2),4.4
2017,Litva,ženske,15-24,Sekundarna(3-4),37.9
2017,Litva,ženske,15-24,Terciarna(5-8),78.2
2018,Litva,ženske,15-24,Primarna(0-2),5.2
2018,Litva,ženske,15-24,Sekundarna(3-4),42.8
2018,Litva,ženske,15-24,Terciarna(5-8),78.7
2019,Litva,ženske,15-24,Primarna(0-2),4.5
2019,Litva,ženske,15-24,Sekundarna(3-4),43.8
2019,Litva,ženske,15-24,Terciarna(5-8),82.4
2011,Luksemburg,ženske,15-24,Primarna(0-2),8.8
2011,Luksemburg,ženske,15-24,Sekundarna(3-4),28.1
2011,Luksemburg,ženske,15-24,Terciarna(5-8),46.6
2012,Luksemburg,ženske,15-24,Primarna(0-2),10
2012,Luksemburg,ženske,15-24,Sekundarna(3-4),29
2012,Luksemburg,ženske,15-24,Terciarna(5-8),49.1
2013,Luksemburg,ženske,15-24,Primarna(0-2),10.9
2013,Luksemburg,ženske,15-24,Sekundarna(3-4),28.2
2013,Luksemburg,ženske,15-24,Terciarna(5-8),33.8
2014,Luksemburg,ženske,15-24,Primarna(0-2),8
2014,Luksemburg,ženske,15-24,Sekundarna(3-4),32.7
2014,Luksemburg,ženske,15-24,Terciarna(5-8),43.8
2015,Luksemburg,ženske,15-24,Primarna(0-2),19.8
2015,Luksemburg,ženske,15-24,Sekundarna(3-4),35.7
2015,Luksemburg,ženske,15-24,Terciarna(5-8),59.1
2016,Luksemburg,ženske,15-24,Primarna(0-2),13.1
2016,Luksemburg,ženske,15-24,Sekundarna(3-4),39.2
2016,Luksemburg,ženske,15-24,Terciarna(5-8),44.2
2017,Luksemburg,ženske,15-24,Primarna(0-2),11.2
2017,Luksemburg,ženske,15-24,Sekundarna(3-4),34.1
2017,Luksemburg,ženske,15-24,Terciarna(5-8),57.5
2017,Luksemburg,ženske,15-24,Brez odgovora,35.7
2018,Luksemburg,ženske,15-24,Primarna(0-2),13.7
2018,Luksemburg,ženske,15-24,Sekundarna(3-4),41.4
2018,Luksemburg,ženske,15-24,Terciarna(5-8),63.1
2019,Luksemburg,ženske,15-24,Primarna(0-2),13.3
2019,Luksemburg,ženske,15-24,Sekundarna(3-4),38.5
2019,Luksemburg,ženske,15-24,Terciarna(5-8),50.7
2011,Madžarska,ženske,15-24,Primarna(0-2),3.5
2011,Madžarska,ženske,15-24,Sekundarna(3-4),25.2
2011,Madžarska,ženske,15-24,Terciarna(5-8),58.9
2012,Madžarska,ženske,15-24,Primarna(0-2),3.4
2012,Madžarska,ženske,15-24,Sekundarna(3-4),26.6
2012,Madžarska,ženske,15-24,Terciarna(5-8),57.1
2013,Madžarska,ženske,15-24,Primarna(0-2),3.1
2013,Madžarska,ženske,15-24,Sekundarna(3-4),26.5
2013,Madžarska,ženske,15-24,Terciarna(5-8),53.6
2014,Madžarska,ženske,15-24,Primarna(0-2),4.4
2014,Madžarska,ženske,15-24,Sekundarna(3-4),30.7
2014,Madžarska,ženske,15-24,Terciarna(5-8),57.7
2015,Madžarska,ženske,15-24,Primarna(0-2),6
2015,Madžarska,ženske,15-24,Sekundarna(3-4),35.3
2015,Madžarska,ženske,15-24,Terciarna(5-8),60.4
2016,Madžarska,ženske,15-24,Primarna(0-2),6.6
2016,Madžarska,ženske,15-24,Sekundarna(3-4),36.9
2016,Madžarska,ženske,15-24,Terciarna(5-8),68.7
2017,Madžarska,ženske,15-24,Primarna(0-2),7
2017,Madžarska,ženske,15-24,Sekundarna(3-4),38
2017,Madžarska,ženske,15-24,Terciarna(5-8),61.4
2018,Madžarska,ženske,15-24,Primarna(0-2),5.5
2018,Madžarska,ženske,15-24,Sekundarna(3-4),38.1
2018,Madžarska,ženske,15-24,Terciarna(5-8),62.7
2019,Madžarska,ženske,15-24,Primarna(0-2),4.5
2019,Madžarska,ženske,15-24,Sekundarna(3-4),36.8
2019,Madžarska,ženske,15-24,Terciarna(5-8),68.4
2011,Malta,ženske,15-24,Primarna(0-2),29.6
2011,Malta,ženske,15-24,Sekundarna(3-4),40.1
2011,Malta,ženske,15-24,Terciarna(5-8),75.6
2012,Malta,ženske,15-24,Primarna(0-2),27.2
2012,Malta,ženske,15-24,Sekundarna(3-4),43.2
2012,Malta,ženske,15-24,Terciarna(5-8),70
2013,Malta,ženske,15-24,Primarna(0-2),30.6
2013,Malta,ženske,15-24,Sekundarna(3-4),45.5
2013,Malta,ženske,15-24,Terciarna(5-8),78.7
2014,Malta,ženske,15-24,Primarna(0-2),31.2
2014,Malta,ženske,15-24,Sekundarna(3-4),48.6
2014,Malta,ženske,15-24,Terciarna(5-8),78.3
2015,Malta,ženske,15-24,Primarna(0-2),27.9
2015,Malta,ženske,15-24,Sekundarna(3-4),44.8
2015,Malta,ženske,15-24,Terciarna(5-8),76.9
2016,Malta,ženske,15-24,Primarna(0-2),29.4
2016,Malta,ženske,15-24,Sekundarna(3-4),41.3
2016,Malta,ženske,15-24,Terciarna(5-8),74.6
2017,Malta,ženske,15-24,Primarna(0-2),29.1
2017,Malta,ženske,15-24,Sekundarna(3-4),44.3
2017,Malta,ženske,15-24,Terciarna(5-8),77.6
2018,Malta,ženske,15-24,Primarna(0-2),44.4
2018,Malta,ženske,15-24,Sekundarna(3-4),49.8
2018,Malta,ženske,15-24,Terciarna(5-8),77
2019,Malta,ženske,15-24,Primarna(0-2),42.5
2019,Malta,ženske,15-24,Sekundarna(3-4),47.6
2019,Malta,ženske,15-24,Terciarna(5-8),74.9
2011,Nizozemska,ženske,15-24,Primarna(0-2),51.9
2011,Nizozemska,ženske,15-24,Sekundarna(3-4),70.6
2011,Nizozemska,ženske,15-24,Terciarna(5-8),78.7
2011,Nizozemska,ženske,15-24,Brez odgovora,61.6
2012,Nizozemska,ženske,15-24,Primarna(0-2),50.9
2012,Nizozemska,ženske,15-24,Sekundarna(3-4),70.9
2012,Nizozemska,ženske,15-24,Terciarna(5-8),79
2012,Nizozemska,ženske,15-24,Brez odgovora,58.6
2013,Nizozemska,ženske,15-24,Primarna(0-2),50
2013,Nizozemska,ženske,15-24,Sekundarna(3-4),69.1
2013,Nizozemska,ženske,15-24,Terciarna(5-8),78.5
2013,Nizozemska,ženske,15-24,Brez odgovora,55.3
2014,Nizozemska,ženske,15-24,Primarna(0-2),48.3
2014,Nizozemska,ženske,15-24,Sekundarna(3-4),66.8
2014,Nizozemska,ženske,15-24,Terciarna(5-8),73.2
2014,Nizozemska,ženske,15-24,Brez odgovora,42.3
2015,Nizozemska,ženske,15-24,Primarna(0-2),50.2
2015,Nizozemska,ženske,15-24,Sekundarna(3-4),69.6
2015,Nizozemska,ženske,15-24,Terciarna(5-8),78
2016,Nizozemska,ženske,15-24,Primarna(0-2),52.4
2016,Nizozemska,ženske,15-24,Sekundarna(3-4),69
2016,Nizozemska,ženske,15-24,Terciarna(5-8),75.9
2016,Nizozemska,ženske,15-24,Brez odgovora,57.9
2017,Nizozemska,ženske,15-24,Primarna(0-2),53.9
2017,Nizozemska,ženske,15-24,Sekundarna(3-4),69.9
2017,Nizozemska,ženske,15-24,Terciarna(5-8),76.7
2017,Nizozemska,ženske,15-24,Brez odgovora,51.9
2018,Nizozemska,ženske,15-24,Primarna(0-2),56.1
2018,Nizozemska,ženske,15-24,Sekundarna(3-4),71.8
2018,Nizozemska,ženske,15-24,Terciarna(5-8),75
2019,Nizozemska,ženske,15-24,Primarna(0-2),57
2019,Nizozemska,ženske,15-24,Sekundarna(3-4),72.9
2019,Nizozemska,ženske,15-24,Terciarna(5-8),74
2019,Nizozemska,ženske,15-24,Brez odgovora,42
2011,Avstrija,ženske,15-24,Primarna(0-2),31.5
2011,Avstrija,ženske,15-24,Sekundarna(3-4),65.7
2011,Avstrija,ženske,15-24,Terciarna(5-8),66.2
2012,Avstrija,ženske,15-24,Primarna(0-2),30.8
2012,Avstrija,ženske,15-24,Sekundarna(3-4),65.9
2012,Avstrija,ženske,15-24,Terciarna(5-8),69.9
2013,Avstrija,ženske,15-24,Primarna(0-2),30
2013,Avstrija,ženske,15-24,Sekundarna(3-4),65.2
2013,Avstrija,ženske,15-24,Terciarna(5-8),68.7
2014,Avstrija,ženske,15-24,Primarna(0-2),31
2014,Avstrija,ženske,15-24,Sekundarna(3-4),59.8
2014,Avstrija,ženske,15-24,Terciarna(5-8),64.9
2015,Avstrija,ženske,15-24,Primarna(0-2),31.5
2015,Avstrija,ženske,15-24,Sekundarna(3-4),57.1
2015,Avstrija,ženske,15-24,Terciarna(5-8),63.8
2016,Avstrija,ženske,15-24,Primarna(0-2),28.1
2016,Avstrija,ženske,15-24,Sekundarna(3-4),58.4
2016,Avstrija,ženske,15-24,Terciarna(5-8),67.1
2017,Avstrija,ženske,15-24,Primarna(0-2),27.2
2017,Avstrija,ženske,15-24,Sekundarna(3-4),59
2017,Avstrija,ženske,15-24,Terciarna(5-8),68.5
2018,Avstrija,ženske,15-24,Primarna(0-2),29.1
2018,Avstrija,ženske,15-24,Sekundarna(3-4),57.1
2018,Avstrija,ženske,15-24,Terciarna(5-8),67.9
2019,Avstrija,ženske,15-24,Primarna(0-2),27.6
2019,Avstrija,ženske,15-24,Sekundarna(3-4),58.5
2019,Avstrija,ženske,15-24,Terciarna(5-8),67.1
2011,Poljska,ženske,15-24,Primarna(0-2),3
2011,Poljska,ženske,15-24,Sekundarna(3-4),29.9
2011,Poljska,ženske,15-24,Terciarna(5-8),46.8
2012,Poljska,ženske,15-24,Primarna(0-2),2.8
2012,Poljska,ženske,15-24,Sekundarna(3-4),29.8
2012,Poljska,ženske,15-24,Terciarna(5-8),44.3
2013,Poljska,ženske,15-24,Primarna(0-2),2.6
2013,Poljska,ženske,15-24,Sekundarna(3-4),29.7
2013,Poljska,ženske,15-24,Terciarna(5-8),42.1
2014,Poljska,ženske,15-24,Primarna(0-2),2.8
2014,Poljska,ženske,15-24,Sekundarna(3-4),32.5
2014,Poljska,ženske,15-24,Terciarna(5-8),45.7
2015,Poljska,ženske,15-24,Primarna(0-2),2.6
2015,Poljska,ženske,15-24,Sekundarna(3-4),32.5
2015,Poljska,ženske,15-24,Terciarna(5-8),48.1
2016,Poljska,ženske,15-24,Primarna(0-2),3
2016,Poljska,ženske,15-24,Sekundarna(3-4),36.9
2016,Poljska,ženske,15-24,Terciarna(5-8),52.5
2017,Poljska,ženske,15-24,Primarna(0-2),3.6
2017,Poljska,ženske,15-24,Sekundarna(3-4),39.3
2017,Poljska,ženske,15-24,Terciarna(5-8),56.4
2018,Poljska,ženske,15-24,Primarna(0-2),3.4
2018,Poljska,ženske,15-24,Sekundarna(3-4),43.1
2018,Poljska,ženske,15-24,Terciarna(5-8),60.3
2019,Poljska,ženske,15-24,Primarna(0-2),3.4
2019,Poljska,ženske,15-24,Sekundarna(3-4),45
2019,Poljska,ženske,15-24,Terciarna(5-8),60.2
2011,Portugalska,ženske,15-24,Primarna(0-2),17.1
2011,Portugalska,ženske,15-24,Sekundarna(3-4),27.6
2011,Portugalska,ženske,15-24,Terciarna(5-8),52
2012,Portugalska,ženske,15-24,Primarna(0-2),13.4
2012,Portugalska,ženske,15-24,Sekundarna(3-4),26
2012,Portugalska,ženske,15-24,Terciarna(5-8),40.4
2013,Portugalska,ženske,15-24,Primarna(0-2),12.7
2013,Portugalska,ženske,15-24,Sekundarna(3-4),24.6
2013,Portugalska,ženske,15-24,Terciarna(5-8),39.6
2014,Portugalska,ženske,15-24,Primarna(0-2),11.4
2014,Portugalska,ženske,15-24,Sekundarna(3-4),29.3
2014,Portugalska,ženske,15-24,Terciarna(5-8),42.7
2015,Portugalska,ženske,15-24,Primarna(0-2),9.5
2015,Portugalska,ženske,15-24,Sekundarna(3-4),29.1
2015,Portugalska,ženske,15-24,Terciarna(5-8),43.9
2016,Portugalska,ženske,15-24,Primarna(0-2),9.6
2016,Portugalska,ženske,15-24,Sekundarna(3-4),31.2
2016,Portugalska,ženske,15-24,Terciarna(5-8),43.6
2017,Portugalska,ženske,15-24,Primarna(0-2),10.7
2017,Portugalska,ženske,15-24,Sekundarna(3-4),31.5
2017,Portugalska,ženske,15-24,Terciarna(5-8),46.7
2018,Portugalska,ženske,15-24,Primarna(0-2),11.1
2018,Portugalska,ženske,15-24,Sekundarna(3-4),31.2
2018,Portugalska,ženske,15-24,Terciarna(5-8),51.8
2019,Portugalska,ženske,15-24,Primarna(0-2),9.9
2019,Portugalska,ženske,15-24,Sekundarna(3-4),33
2019,Portugalska,ženske,15-24,Terciarna(5-8),50.2
2011,Romunija,ženske,15-24,Primarna(0-2),12.5
2011,Romunija,ženske,15-24,Sekundarna(3-4),24.6
2011,Romunija,ženske,15-24,Terciarna(5-8),43.2
2012,Romunija,ženske,15-24,Primarna(0-2),12.9
2012,Romunija,ženske,15-24,Sekundarna(3-4),23.8
2012,Romunija,ženske,15-24,Terciarna(5-8),42.9
2013,Romunija,ženske,15-24,Primarna(0-2),11.6
2013,Romunija,ženske,15-24,Sekundarna(3-4),23.9
2013,Romunija,ženske,15-24,Terciarna(5-8),38.4
2014,Romunija,ženske,15-24,Primarna(0-2),11.3
2014,Romunija,ženske,15-24,Sekundarna(3-4),23.7
2014,Romunija,ženske,15-24,Terciarna(5-8),32.5
2015,Romunija,ženske,15-24,Primarna(0-2),11
2015,Romunija,ženske,15-24,Sekundarna(3-4),25.7
2015,Romunija,ženske,15-24,Terciarna(5-8),49.9
2016,Romunija,ženske,15-24,Primarna(0-2),9.6
2016,Romunija,ženske,15-24,Sekundarna(3-4),23.6
2016,Romunija,ženske,15-24,Terciarna(5-8),44.3
2017,Romunija,ženske,15-24,Primarna(0-2),10.7
2017,Romunija,ženske,15-24,Sekundarna(3-4),28.1
2017,Romunija,ženske,15-24,Terciarna(5-8),56.9
2018,Romunija,ženske,15-24,Primarna(0-2),10.2
2018,Romunija,ženske,15-24,Sekundarna(3-4),28.3
2018,Romunija,ženske,15-24,Terciarna(5-8),54.4
2019,Romunija,ženske,15-24,Primarna(0-2),10.4
2019,Romunija,ženske,15-24,Sekundarna(3-4),24.6
2019,Romunija,ženske,15-24,Terciarna(5-8),52.7
2011,Slovenija,ženske,15-24,Primarna(0-2),8.5
2011,Slovenija,ženske,15-24,Sekundarna(3-4),37.1
2011,Slovenija,ženske,15-24,Terciarna(5-8),54.7
2012,Slovenija,ženske,15-24,Primarna(0-2),5.9
2012,Slovenija,ženske,15-24,Sekundarna(3-4),33.4
2012,Slovenija,ženske,15-24,Terciarna(5-8),54.9
2013,Slovenija,ženske,15-24,Primarna(0-2),7.3
2013,Slovenija,ženske,15-24,Sekundarna(3-4),32.2
2013,Slovenija,ženske,15-24,Terciarna(5-8),44.9
2014,Slovenija,ženske,15-24,Primarna(0-2),9.9
2014,Slovenija,ženske,15-24,Sekundarna(3-4),31.7
2014,Slovenija,ženske,15-24,Terciarna(5-8),47
2015,Slovenija,ženske,15-24,Primarna(0-2),9
2015,Slovenija,ženske,15-24,Sekundarna(3-4),38.7
2015,Slovenija,ženske,15-24,Terciarna(5-8),41.7
2016,Slovenija,ženske,15-24,Primarna(0-2),6.4
2016,Slovenija,ženske,15-24,Sekundarna(3-4),38.4
2016,Slovenija,ženske,15-24,Terciarna(5-8),50.5
2017,Slovenija,ženske,15-24,Primarna(0-2),10.8
2017,Slovenija,ženske,15-24,Sekundarna(3-4),44.2
2017,Slovenija,ženske,15-24,Terciarna(5-8),54
2018,Slovenija,ženske,15-24,Primarna(0-2),8.6
2018,Slovenija,ženske,15-24,Sekundarna(3-4),46.7
2018,Slovenija,ženske,15-24,Terciarna(5-8),55.4
2019,Slovenija,ženske,15-24,Primarna(0-2),8.1
2019,Slovenija,ženske,15-24,Sekundarna(3-4),45.7
2019,Slovenija,ženske,15-24,Terciarna(5-8),51.1
2011,Slovaška,ženske,15-24,Sekundarna(3-4),26.3
2011,Slovaška,ženske,15-24,Terciarna(5-8),25.2
2012,Slovaška,ženske,15-24,Sekundarna(3-4),28.1
2012,Slovaška,ženske,15-24,Terciarna(5-8),23
2013,Slovaška,ženske,15-24,Primarna(0-2),2
2013,Slovaška,ženske,15-24,Sekundarna(3-4),28.7
2013,Slovaška,ženske,15-24,Terciarna(5-8),21.5
2014,Slovaška,ženske,15-24,Primarna(0-2),2
2014,Slovaška,ženske,15-24,Sekundarna(3-4),29.9
2014,Slovaška,ženske,15-24,Terciarna(5-8),18.9
2015,Slovaška,ženske,15-24,Primarna(0-2),2.4
2015,Slovaška,ženske,15-24,Sekundarna(3-4),30.1
2015,Slovaška,ženske,15-24,Terciarna(5-8),29.8
2016,Slovaška,ženske,15-24,Primarna(0-2),2.4
2016,Slovaška,ženske,15-24,Sekundarna(3-4),32.1
2016,Slovaška,ženske,15-24,Terciarna(5-8),25.5
2017,Slovaška,ženske,15-24,Primarna(0-2),4.1
2017,Slovaška,ženske,15-24,Sekundarna(3-4),39.1
2017,Slovaška,ženske,15-24,Terciarna(5-8),24.8
2018,Slovaška,ženske,15-24,Primarna(0-2),4
2018,Slovaška,ženske,15-24,Sekundarna(3-4),38
2018,Slovaška,ženske,15-24,Terciarna(5-8),25.2
2019,Slovaška,ženske,15-24,Primarna(0-2),2
2019,Slovaška,ženske,15-24,Sekundarna(3-4),33.5
2019,Slovaška,ženske,15-24,Terciarna(5-8),25.9
2011,Finska,ženske,15-24,Primarna(0-2),22
2011,Finska,ženske,15-24,Sekundarna(3-4),60
2011,Finska,ženske,15-24,Terciarna(5-8),80
2012,Finska,ženske,15-24,Primarna(0-2),23.9
2012,Finska,ženske,15-24,Sekundarna(3-4),60.9
2012,Finska,ženske,15-24,Terciarna(5-8),72.4
2013,Finska,ženske,15-24,Primarna(0-2),24
2013,Finska,ženske,15-24,Sekundarna(3-4),61.8
2013,Finska,ženske,15-24,Terciarna(5-8),81.1
2014,Finska,ženske,15-24,Primarna(0-2),23.3
2014,Finska,ženske,15-24,Sekundarna(3-4),59.8
2014,Finska,ženske,15-24,Terciarna(5-8),73.9
2015,Finska,ženske,15-24,Primarna(0-2),22.4
2015,Finska,ženske,15-24,Sekundarna(3-4),60.4
2015,Finska,ženske,15-24,Terciarna(5-8),76.2
2016,Finska,ženske,15-24,Primarna(0-2),22.3
2016,Finska,ženske,15-24,Sekundarna(3-4),60.7
2016,Finska,ženske,15-24,Terciarna(5-8),80.3
2017,Finska,ženske,15-24,Primarna(0-2),23.5
2017,Finska,ženske,15-24,Sekundarna(3-4),60.7
2017,Finska,ženske,15-24,Terciarna(5-8),74.9
2018,Finska,ženske,15-24,Primarna(0-2),24.7
2018,Finska,ženske,15-24,Sekundarna(3-4),62.4
2018,Finska,ženske,15-24,Terciarna(5-8),79
2019,Finska,ženske,15-24,Primarna(0-2),25.9
2019,Finska,ženske,15-24,Sekundarna(3-4),63.1
2019,Finska,ženske,15-24,Terciarna(5-8),74
2011,Švedska,ženske,15-24,Primarna(0-2),19.2
2011,Švedska,ženske,15-24,Sekundarna(3-4),60.7
2011,Švedska,ženske,15-24,Terciarna(5-8),61.9
2012,Švedska,ženske,15-24,Primarna(0-2),21
2012,Švedska,ženske,15-24,Sekundarna(3-4),60.8
2012,Švedska,ženske,15-24,Terciarna(5-8),58
2013,Švedska,ženske,15-24,Primarna(0-2),21
2013,Švedska,ženske,15-24,Sekundarna(3-4),62.3
2013,Švedska,ženske,15-24,Terciarna(5-8),58.8
2014,Švedska,ženske,15-24,Primarna(0-2),21.6
2014,Švedska,ženske,15-24,Sekundarna(3-4),62.6
2014,Švedska,ženske,15-24,Terciarna(5-8),62
2015,Švedska,ženske,15-24,Primarna(0-2),23.5
2015,Švedska,ženske,15-24,Sekundarna(3-4),63.9
2015,Švedska,ženske,15-24,Terciarna(5-8),63.5
2016,Švedska,ženske,15-24,Primarna(0-2),23.9
2016,Švedska,ženske,15-24,Sekundarna(3-4),65.9
2016,Švedska,ženske,15-24,Terciarna(5-8),64
2017,Švedska,ženske,15-24,Primarna(0-2),25.3
2017,Švedska,ženske,15-24,Sekundarna(3-4),66.6
2017,Švedska,ženske,15-24,Terciarna(5-8),64
2018,Švedska,ženske,15-24,Primarna(0-2),26.2
2018,Švedska,ženske,15-24,Sekundarna(3-4),65.8
2018,Švedska,ženske,15-24,Terciarna(5-8),68
2019,Švedska,ženske,15-24,Primarna(0-2),25.5
2019,Švedska,ženske,15-24,Sekundarna(3-4),66.9
2019,Švedska,ženske,15-24,Terciarna(5-8),60
2011,Velika Britanija,ženske,15-24,Primarna(0-2),28.6
2011,Velika Britanija,ženske,15-24,Sekundarna(3-4),52.7
2011,Velika Britanija,ženske,15-24,Terciarna(5-8),71.3
2011,Velika Britanija,ženske,15-24,Brez odgovora,4.5
2012,Velika Britanija,ženske,15-24,Primarna(0-2),27.3
2012,Velika Britanija,ženske,15-24,Sekundarna(3-4),53.3
2012,Velika Britanija,ženske,15-24,Terciarna(5-8),73.4
2012,Velika Britanija,ženske,15-24,Brez odgovora,4.5
2013,Velika Britanija,ženske,15-24,Primarna(0-2),27.6
2013,Velika Britanija,ženske,15-24,Sekundarna(3-4),52.9
2013,Velika Britanija,ženske,15-24,Terciarna(5-8),72.6
2013,Velika Britanija,ženske,15-24,Brez odgovora,4.4
2014,Velika Britanija,ženske,15-24,Primarna(0-2),29.6
2014,Velika Britanija,ženske,15-24,Sekundarna(3-4),53.6
2014,Velika Britanija,ženske,15-24,Terciarna(5-8),75.4
2014,Velika Britanija,ženske,15-24,Brez odgovora,5.9
2015,Velika Britanija,ženske,15-24,Primarna(0-2),30.7
2015,Velika Britanija,ženske,15-24,Sekundarna(3-4),55.1
2015,Velika Britanija,ženske,15-24,Terciarna(5-8),77.9
2015,Velika Britanija,ženske,15-24,Brez odgovora,5.9
2016,Velika Britanija,ženske,15-24,Primarna(0-2),33.5
2016,Velika Britanija,ženske,15-24,Sekundarna(3-4),56.3
2016,Velika Britanija,ženske,15-24,Terciarna(5-8),77.4
2017,Velika Britanija,ženske,15-24,Primarna(0-2),33.1
2017,Velika Britanija,ženske,15-24,Sekundarna(3-4),56
2017,Velika Britanija,ženske,15-24,Terciarna(5-8),77.2
2018,Velika Britanija,ženske,15-24,Primarna(0-2),35.9
2018,Velika Britanija,ženske,15-24,Sekundarna(3-4),53.8
2018,Velika Britanija,ženske,15-24,Terciarna(5-8),77
2019,Velika Britanija,ženske,15-24,Primarna(0-2),33.3
2019,Velika Britanija,ženske,15-24,Sekundarna(3-4),55.9
2019,Velika Britanija,ženske,15-24,Terciarna(5-8),79
2011,Belgija,ženske,25-54,Primarna(0-2),47
2011,Belgija,ženske,25-54,Sekundarna(3-4),74.4
2011,Belgija,ženske,25-54,Terciarna(5-8),87.9
2012,Belgija,ženske,25-54,Primarna(0-2),46.6
2012,Belgija,ženske,25-54,Sekundarna(3-4),74
2012,Belgija,ženske,25-54,Terciarna(5-8),88
2013,Belgija,ženske,25-54,Primarna(0-2),47.5
2013,Belgija,ženske,25-54,Sekundarna(3-4),74.1
2013,Belgija,ženske,25-54,Terciarna(5-8),86.9
2014,Belgija,ženske,25-54,Primarna(0-2),47.3
2014,Belgija,ženske,25-54,Sekundarna(3-4),74.9
2014,Belgija,ženske,25-54,Terciarna(5-8),87.5
2015,Belgija,ženske,25-54,Primarna(0-2),46.6
2015,Belgija,ženske,25-54,Sekundarna(3-4),73.1
2015,Belgija,ženske,25-54,Terciarna(5-8),87.5
2016,Belgija,ženske,25-54,Primarna(0-2),45.6
2016,Belgija,ženske,25-54,Sekundarna(3-4),72.8
2016,Belgija,ženske,25-54,Terciarna(5-8),87.7
2017,Belgija,ženske,25-54,Primarna(0-2),44.2
2017,Belgija,ženske,25-54,Sekundarna(3-4),72.6
2017,Belgija,ženske,25-54,Terciarna(5-8),87.4
2018,Belgija,ženske,25-54,Primarna(0-2),44.4
2018,Belgija,ženske,25-54,Sekundarna(3-4),73.9
2018,Belgija,ženske,25-54,Terciarna(5-8),88.5
2019,Belgija,ženske,25-54,Primarna(0-2),44.4
2019,Belgija,ženske,25-54,Sekundarna(3-4),74.8
2019,Belgija,ženske,25-54,Terciarna(5-8),88.1
2011,Bolgarija,ženske,25-54,Primarna(0-2),37.8
2011,Bolgarija,ženske,25-54,Sekundarna(3-4),74.6
2011,Bolgarija,ženske,25-54,Terciarna(5-8),86.6
2012,Bolgarija,ženske,25-54,Primarna(0-2),36.7
2012,Bolgarija,ženske,25-54,Sekundarna(3-4),74.4
2012,Bolgarija,ženske,25-54,Terciarna(5-8),86.8
2013,Bolgarija,ženske,25-54,Primarna(0-2),37.9
2013,Bolgarija,ženske,25-54,Sekundarna(3-4),73.7
