"AGE,""TIME"",""GEO"",""SEX"",""REASON"",""UNIT"",""Value"""
"From 20 to 64 years,""2016"",""Austria"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""24.6"""
"From 20 to 64 years,""2016"",""Austria"",""Females"",""Probationary period"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2016"",""Austria"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""17.3"""
"From 20 to 64 years,""2016"",""Austria"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Austria"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Could not find permanent job"",""Percentage of employees"",""17.2"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""63.8"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""4.8"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""17.7"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""In education or training"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""7.7"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Probationary period"",""Percentage of employees"",""2.9"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""10.9"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Poland"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Could not find permanent job"",""Percentage of employees"",""17.1"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""62.7"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""4.8"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""17.6"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""In education or training"",""Percentage of employees"",""2.7"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""9.9"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Probationary period"",""Percentage of employees"",""2.7"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""9.8"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Poland"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Could not find permanent job"",""Percentage of employees"",""18.6"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""84.9"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""4.0"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""In education or training"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""4.9"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Probationary period"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""6.2"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Portugal"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Could not find permanent job"",""Percentage of employees"",""18.7"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""86.0"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""3.7"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""In education or training"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""5.1"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Probationary period"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""5.2"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Portugal"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Could not find permanent job"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""78.0"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""16.8"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Could not find permanent job"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""74.4"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Romania"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""9.5"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""62.4"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""4.4"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""29.1"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""In education or training"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""2.0"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Probationary period"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""6.5"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovenia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""9.8"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""56.1"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""6.3"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""36.3"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""In education or training"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""2.3"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Probationary period"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""5.3"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovenia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""5.8"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""61.4"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""2.7"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""28.9"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""No response"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2016"",""Slovakia"",""Males"",""No response"",""Percentage of employees with a temporary job"",""8.8"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""6.1"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""60.4"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""3.0"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""29.8"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2016"",""Slovakia"",""Females"",""No response"",""Percentage of employees"",""0.8"""
