LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2016,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,36.3
2016,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2016,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.3
2016,Slovenija,ženske,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Slovenija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,5.3
2016,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.8
2016,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,61.4
2016,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.7
2016,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,28.9
2016,Slovaška,moški,Ni odgovora,Delež vseh zaposlenih,0.8
2016,Slovaška,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,8.8
2016,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.1
2016,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,60.4
2016,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3
2016,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,29.8
2016,Slovaška,ženske,Ni odgovora,Delež vseh zaposlenih,0.8
2016,Slovaška,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,8.2
2016,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.7
2016,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,72.8
2016,Finska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.3
2016,Finska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.3
2016,Finska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.5
2016,Finska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.6
2016,Finska,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2016,Finska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.8
2016,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,13
2016,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76.9
2016,Finska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.2
2016,Finska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.8
2016,Finska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.5
2016,Finska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.8
2016,Finska,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2016,Finska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,1.3
2016,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.2
2016,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,54.8
2016,Švedska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.3
2016,Švedska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,24.9
2016,Švedska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2016,Švedska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.7
2016,Švedska,moški,Poskusna doba,Delež vseh zaposlenih,2.1
2016,Švedska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.1
2016,Švedska,moški,Ni odgovora,Delež vseh zaposlenih,0.3
2016,Švedska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,2.4
2016,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.3
2016,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,58.8
2016,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.5
2016,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,28.2
2016,Švedska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2016,Švedska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.2
2016,Švedska,ženske,Poskusna doba,Delež vseh zaposlenih,1.5
2016,Švedska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.5
2016,Švedska,ženske,Ni odgovora,Delež vseh zaposlenih,0.4
2016,Švedska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,2.3
2016,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.8
2016,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,41.7
2016,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2016,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15
2016,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2016,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.2
2016,Velika Britanija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2016,Velika Britanija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.5
2016,Velika Britanija,moški,Ni odgovora,Delež vseh zaposlenih,1.4
2016,Velika Britanija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,32.6
2016,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.7
2016,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,32.2
2016,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2016,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.9
2016,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2016,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6.8
2016,Velika Britanija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2016,Velika Britanija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.5
2016,Velika Britanija,ženske,Ni odgovora,Delež vseh zaposlenih,2
2016,Velika Britanija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,38.6
2017,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.8
2017,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76.6
2017,Belgija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.5
2017,Belgija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.4
2017,Belgija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.5
2017,Belgija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6
2017,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.8
2017,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.6
2017,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.6
2017,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.3
2017,Belgija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2017,Belgija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.1
2017,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4
2017,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,72
2017,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2017,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13
2017,Bolgarija,moški,Poskusna doba,Delež vseh zaposlenih,0.7
2017,Bolgarija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,13.5
2017,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.8
2017,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,65.3
2017,Bolgarija,ženske,Poskusna doba,Delež vseh zaposlenih,0.9
2017,Bolgarija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,19.9
2017,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.7
2017,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,79.3
2017,Češka,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2017,Češka,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.2
2017,Češka,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.1
2017,Češka,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2
2017,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.9
2017,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78
2017,Češka,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.5
2017,Češka,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.5
2017,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3
2017,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,33
2017,Danska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.4
2017,Danska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,26.1
2017,Danska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.2
2017,Danska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,34.7
2017,Danska,moški,Poskusna doba,Delež vseh zaposlenih,0.5
2017,Danska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,6
2017,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.7
2017,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,40.1
2017,Danska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.5
2017,Danska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,30
2017,Danska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.1
2017,Danska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,26.4
2017,Danska,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2017,Danska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.6
2017,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.9
2017,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.2
2017,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2017,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.6
2017,Nemčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2017,Nemčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,30.4
2017,Nemčija,moški,Poskusna doba,Delež vseh zaposlenih,1.8
2017,Nemčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.3
2017,Nemčija,moški,Ni odgovora,Delež vseh zaposlenih,3.5
2017,Nemčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,32.5
2017,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.1
2017,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.6
2017,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2017,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.4
2017,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2017,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,29.6
2017,Nemčija,ženske,Poskusna doba,Delež vseh zaposlenih,1.8
2017,Nemčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,15.6
2017,Nemčija,ženske,Ni odgovora,Delež vseh zaposlenih,3.7
2017,Nemčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,32.8
2017,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.4
2017,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.9
2017,Estonija,moški,Poskusna doba,Delež vseh zaposlenih,1.4
2017,Estonija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,45.4
2017,Estonija,moški,Ni odgovora,Delež vseh zaposlenih,0.9
2017,Estonija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,29.8
2017,Estonija,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2017,Estonija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,54.4
2017,Estonija,ženske,Ni odgovora,Delež vseh zaposlenih,0.4
2017,Estonija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,16.9
2017,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.4
2017,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,46.1
2017,Irska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2017,Irska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.7
2017,Irska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2017,Irska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.3
2017,Irska,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2017,Irska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,5.6
2017,Irska,moški,Ni odgovora,Delež vseh zaposlenih,1.7
2017,Irska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,23.3
2017,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.5
2017,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,43.1
2017,Irska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2017,Irska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.7
2017,Irska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2017,Irska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.7
2017,Irska,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2017,Irska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,5
2017,Irska,ženske,Ni odgovora,Delež vseh zaposlenih,2.2
2017,Irska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,27.6
2017,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7
2017,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,71.4
2017,Grčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2017,Grčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.8
2017,Grčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2017,Grčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.9
2017,Grčija,moški,Poskusna doba,Delež vseh zaposlenih,0.6
2017,Grčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,6.2
2017,Grčija,moški,Ni odgovora,Delež vseh zaposlenih,1
2017,Grčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,10.6
2017,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.9
2017,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,74.1
2017,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2017,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4.1
2017,Grčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2017,Grčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.5
2017,Grčija,ženske,Poskusna doba,Delež vseh zaposlenih,0.8
2017,Grčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,6.1
2017,Grčija,ženske,Ni odgovora,Delež vseh zaposlenih,1
2017,Grčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,7.2
2017,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,22.5
2017,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,86.9
2017,Španija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2017,Španija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.5
2017,Španija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2017,Španija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.2
2017,Španija,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2017,Španija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,1
2017,Španija,moški,Ni odgovora,Delež vseh zaposlenih,1.4
2017,Španija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,5.4
2017,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,22.4
2017,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,84.7
2017,Španija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2017,Španija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.3
2017,Španija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2017,Španija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.6
2017,Španija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2017,Španija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,0.8
2017,Španija,ženske,Ni odgovora,Delež vseh zaposlenih,1.8
2017,Španija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,6.7
2017,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.7
2017,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,54.4
2017,Francija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4
2017,Francija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,24.7
2017,Francija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.7
2017,Francija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.3
2017,Francija,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2017,Francija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.7
2017,Francija,moški,Ni odgovora,Delež vseh zaposlenih,1.2
2017,Francija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,7.8
2017,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.6
2017,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,60.1
2017,Francija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.4
2017,Francija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.7
