"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 25 to 54 years,""Males"",""2005"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""80.0"""
"From 25 to 54 years,""Males"",""2005"",""Slovenia"",""Percentage of total population"",""Active population"",""91.1"""
"From 25 to 54 years,""Males"",""2005"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.4"""
"From 25 to 54 years,""Males"",""2005"",""Slovakia"",""Percentage of total population"",""Active population"",""93.8"""
"From 25 to 54 years,""Males"",""2005"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""81.4"""
"From 25 to 54 years,""Males"",""2005"",""Finland"",""Percentage of total population"",""Active population"",""90.3"""
"From 25 to 54 years,""Males"",""2005"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""84.4"""
"From 25 to 54 years,""Males"",""2005"",""Sweden"",""Percentage of total population"",""Active population"",""91.7"""
"From 25 to 54 years,""Males"",""2005"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.1"""
"From 25 to 54 years,""Males"",""2005"",""United Kingdom"",""Percentage of total population"",""Active population"",""91.1"""
"From 25 to 54 years,""Males"",""2005"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.8"""
"From 25 to 54 years,""Males"",""2006"",""Belgium"",""Percentage of total population"",""Active population"",""91.9"""
"From 25 to 54 years,""Males"",""2006"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""85.9"""
"From 25 to 54 years,""Males"",""2006"",""Bulgaria"",""Percentage of total population"",""Active population"",""85.1"""
"From 25 to 54 years,""Males"",""2006"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""78.6"""
"From 25 to 54 years,""Males"",""2006"",""Czechia"",""Percentage of total population"",""Active population"",""94.8"""
"From 25 to 54 years,""Males"",""2006"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""90.4"""
"From 25 to 54 years,""Males"",""2006"",""Denmark"",""Percentage of total population"",""Active population"",""92.3"""
"From 25 to 54 years,""Males"",""2006"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""90.1"""
"From 25 to 54 years,""Males"",""2006"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""93.8"""
"From 25 to 54 years,""Males"",""2006"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""84.8"""
"From 25 to 54 years,""Males"",""2006"",""Estonia"",""Percentage of total population"",""Active population"",""92.6"""
"From 25 to 54 years,""Males"",""2006"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.3"""
"From 25 to 54 years,""Males"",""2006"",""Ireland"",""Percentage of total population"",""Active population"",""91.9"""
"From 25 to 54 years,""Males"",""2006"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""88.3"""
"From 25 to 54 years,""Males"",""2006"",""Greece"",""Percentage of total population"",""Active population"",""94.7"""
"From 25 to 54 years,""Males"",""2006"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""90.0"""
"From 25 to 54 years,""Males"",""2006"",""Spain"",""Percentage of total population"",""Active population"",""92.4"""
"From 25 to 54 years,""Males"",""2006"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.5"""
"From 25 to 54 years,""Males"",""2006"",""France"",""Percentage of total population"",""Active population"",""93.8"""
"From 25 to 54 years,""Males"",""2006"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.4"""
"From 25 to 54 years,""Males"",""2006"",""Croatia"",""Percentage of total population"",""Active population"",""85.1"""
"From 25 to 54 years,""Males"",""2006"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""78.2"""
"From 25 to 54 years,""Males"",""2006"",""Italy"",""Percentage of total population"",""Active population"",""91.3"""
"From 25 to 54 years,""Males"",""2006"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.2"""
"From 25 to 54 years,""Males"",""2006"",""Cyprus"",""Percentage of total population"",""Active population"",""95.3"""
"From 25 to 54 years,""Males"",""2006"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""92.0"""
"From 25 to 54 years,""Males"",""2006"",""Latvia"",""Percentage of total population"",""Active population"",""90.2"""
"From 25 to 54 years,""Males"",""2006"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""84.3"""
"From 25 to 54 years,""Males"",""2006"",""Lithuania"",""Percentage of total population"",""Active population"",""88.4"""
"From 25 to 54 years,""Males"",""2006"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""83.6"""
"From 25 to 54 years,""Males"",""2006"",""Luxembourg"",""Percentage of total population"",""Active population"",""95.3"""
"From 25 to 54 years,""Males"",""2006"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""92.7"""
"From 25 to 54 years,""Males"",""2006"",""Hungary"",""Percentage of total population"",""Active population"",""86.9"""
"From 25 to 54 years,""Males"",""2006"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""81.3"""
"From 25 to 54 years,""Males"",""2006"",""Malta"",""Percentage of total population"",""Active population"",""94.1"""
"From 25 to 54 years,""Males"",""2006"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.7"""
"From 25 to 54 years,""Males"",""2006"",""Netherlands"",""Percentage of total population"",""Active population"",""93.3"""
"From 25 to 54 years,""Males"",""2006"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""90.7"""
"From 25 to 54 years,""Males"",""2006"",""Austria"",""Percentage of total population"",""Active population"",""92.2"""
"From 25 to 54 years,""Males"",""2006"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""88.4"""
"From 25 to 54 years,""Males"",""2006"",""Poland"",""Percentage of total population"",""Active population"",""88.2"""
"From 25 to 54 years,""Males"",""2006"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""78.3"""
"From 25 to 54 years,""Males"",""2006"",""Portugal"",""Percentage of total population"",""Active population"",""92.9"""
"From 25 to 54 years,""Males"",""2006"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.5"""
"From 25 to 54 years,""Males"",""2006"",""Romania"",""Percentage of total population"",""Active population"",""87.1"""
"From 25 to 54 years,""Males"",""2006"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""80.8"""
"From 25 to 54 years,""Males"",""2006"",""Slovenia"",""Percentage of total population"",""Active population"",""91.0"""
"From 25 to 54 years,""Males"",""2006"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.1"""
"From 25 to 54 years,""Males"",""2006"",""Slovakia"",""Percentage of total population"",""Active population"",""94.0"""
"From 25 to 54 years,""Males"",""2006"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""84.1"""
"From 25 to 54 years,""Males"",""2006"",""Finland"",""Percentage of total population"",""Active population"",""90.3"""
"From 25 to 54 years,""Males"",""2006"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""85.2"""
"From 25 to 54 years,""Males"",""2006"",""Sweden"",""Percentage of total population"",""Active population"",""92.5"""
"From 25 to 54 years,""Males"",""2006"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.8"""
"From 25 to 54 years,""Males"",""2006"",""United Kingdom"",""Percentage of total population"",""Active population"",""91.7"""
"From 25 to 54 years,""Males"",""2006"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.9"""
"From 25 to 54 years,""Males"",""2007"",""Belgium"",""Percentage of total population"",""Active population"",""92.5"""
"From 25 to 54 years,""Males"",""2007"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.0"""
"From 25 to 54 years,""Males"",""2007"",""Bulgaria"",""Percentage of total population"",""Active population"",""87.5"""
"From 25 to 54 years,""Males"",""2007"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""82.5"""
"From 25 to 54 years,""Males"",""2007"",""Czechia"",""Percentage of total population"",""Active population"",""95.0"""
"From 25 to 54 years,""Males"",""2007"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""91.7"""
"From 25 to 54 years,""Males"",""2007"",""Denmark"",""Percentage of total population"",""Active population"",""92.3"""
"From 25 to 54 years,""Males"",""2007"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.8"""
"From 25 to 54 years,""Males"",""2007"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""93.8"""
"From 25 to 54 years,""Males"",""2007"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.4"""
"From 25 to 54 years,""Males"",""2007"",""Estonia"",""Percentage of total population"",""Active population"",""93.5"""
"From 25 to 54 years,""Males"",""2007"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.6"""
"From 25 to 54 years,""Males"",""2007"",""Ireland"",""Percentage of total population"",""Active population"",""91.6"""
"From 25 to 54 years,""Males"",""2007"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.8"""
