"UNIT,""TIME"",""REASON"",""GEO"",""SEX"",""AGE"",""Value"""
"Percentage of employees,""2019"",""No response"",""Poland"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Poland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Portugal"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Portugal"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Slovenia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Slovenia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Slovakia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Slovakia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Finland"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Finland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees,""2019"",""No response"",""Sweden"",""Males"",""From 15 to 74 years"",""0.3"""
"Percentage of employees,""2019"",""No response"",""Sweden"",""Females"",""From 15 to 74 years"",""0.4"""
"Percentage of employees,""2019"",""No response"",""United Kingdom"",""Males"",""From 15 to 74 years"",""1.4"""
"Percentage of employees,""2019"",""No response"",""United Kingdom"",""Females"",""From 15 to 74 years"",""1.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""58.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""72.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"",""60.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"",""62.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""66.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""64.2"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""40.4"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""55.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""14.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""17.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""51.4"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""38.8"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""32.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""21.0"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""70.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""73.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Spain"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Spain"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""France"",""Males"",""From 15 to 74 years"",""51.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""France"",""Females"",""From 15 to 74 years"",""58.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Croatia"",""Males"",""From 15 to 74 years"",""54.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Croatia"",""Females"",""From 15 to 74 years"",""56.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""60.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""68.0"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"",""85.0"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"",""93.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""45.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Latvia"",""Females"",""From 15 to 74 years"",""33.0"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"",""81.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Lithuania"",""Females"",""From 15 to 74 years"",""73.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Luxembourg"",""Males"",""From 15 to 74 years"",""47.4"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Luxembourg"",""Females"",""From 15 to 74 years"",""55.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Hungary"",""Males"",""From 15 to 74 years"",""49.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Hungary"",""Females"",""From 15 to 74 years"",""47.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Malta"",""Males"",""From 15 to 74 years"",""53.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Malta"",""Females"",""From 15 to 74 years"",""48.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Netherlands"",""Males"",""From 15 to 74 years"",""32.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Netherlands"",""Females"",""From 15 to 74 years"",""26.5"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Austria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Austria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Poland"",""Males"",""From 15 to 74 years"",""50.8"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Poland"",""Females"",""From 15 to 74 years"",""47.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Portugal"",""Males"",""From 15 to 74 years"",""72.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Portugal"",""Females"",""From 15 to 74 years"",""71.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Romania"",""Males"",""From 15 to 74 years"",""70.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Romania"",""Females"",""From 15 to 74 years"",""63.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Slovenia"",""Males"",""From 15 to 74 years"",""42.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Slovenia"",""Females"",""From 15 to 74 years"",""44.3"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Slovakia"",""Males"",""From 15 to 74 years"",""72.7"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Slovakia"",""Females"",""From 15 to 74 years"",""59.4"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Finland"",""Males"",""From 15 to 74 years"",""59.6"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Finland"",""Females"",""From 15 to 74 years"",""69.8"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Sweden"",""Males"",""From 15 to 74 years"",""55.1"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""Sweden"",""Females"",""From 15 to 74 years"",""62.9"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""United Kingdom"",""Males"",""From 15 to 74 years"",""31.4"""
"Percentage of employees with a temporary job,""2005"",""Could not find permanent job"",""United Kingdom"",""Females"",""From 15 to 74 years"",""20.3"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""8.0"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""6.4"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"",""6.7"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"",""6.1"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""25.8"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""30.5"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""19.2"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""21.1"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""2.1"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""2.1"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Estonia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Estonia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""29.5"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""38.7"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""3.1"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""2.9"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Spain"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Spain"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""France"",""Males"",""From 15 to 74 years"",""23.8"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""France"",""Females"",""From 15 to 74 years"",""21.2"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Croatia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Croatia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""7.4"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""8.5"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""7.9"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Latvia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2005"",""Did not want a permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"","":"""
